
Source node,  Dest node,   traffic,  Optical Reach,  Modulation Format,  OSNR,  num Hops,    Q_margin

11	, 23	,      819.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

30	, 14	,       69.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

1	, 30	,      967.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

3	, 17	,      385.000	,     4480.000	, 4	,       11.016	, 56	,        1.000	 

23	, 33	,      783.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

21	, 26	,      935.000	,     1120.000	, 8	,       17.457	, 14	,        2.000	 

30	, 1	,       29.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

8	, 11	,      236.000	,     2480.000	, 4	,       13.835	, 31	,        0.000	 

36	, 26	,      880.000	,     1200.000	, 8	,       17.147	, 15	,        2.000	 

12	, 8	,      553.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

2	, 9	,       59.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

27	, 35	,      420.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

3	, 17	,      366.000	,     4480.000	, 4	,       11.016	, 56	,        0.000	 

36	, 30	,      797.000	,     2960.000	, 4	,       13.006	, 37	,        0.000	 

1	, 4	,      611.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

10	, 2	,      555.000	,     3680.000	, 4	,       11.971	, 46	,        1.000	 

5	, 33	,      802.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

21	, 2	,      748.000	,      560.000	, 8	,       20.537	, 7	,        2.000	 

6	, 15	,      198.000	,     4480.000	, 4	,       11.016	, 56	,        1.000	 

8	, 20	,      672.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

13	, 26	,      222.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

33	, 5	,      487.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

3	, 26	,      781.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

10	, 2	,      694.000	,     3680.000	, 4	,       11.971	, 46	,        1.000	 

21	, 0	,      226.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

32	, 7	,      169.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

9	, 35	,      917.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

18	, 13	,      472.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

20	, 11	,      212.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

3	, 26	,      883.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

33	, 16	,      719.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

1	, 26	,      680.000	,     4000.000	, 4	,       11.568	, 50	,        2.000	 

8	, 33	,      367.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

3	, 36	,      412.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

11	, 5	,      739.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

4	, 8	,      588.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

33	, 17	,      379.000	,     4320.000	, 4	,       11.194	, 54	,        2.000	 

21	, 8	,      381.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

25	, 26	,      892.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

2	, 36	,      348.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

33	, 3	,      911.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

2	, 9	,      414.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

13	, 20	,      386.000	,     3520.000	, 4	,       12.184	, 44	,        1.000	 

28	, 12	,      394.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

20	, 29	,      205.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

9	, 16	,      394.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

24	, 14	,      518.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

28	, 18	,      230.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

17	, 28	,      710.000	,     3120.000	, 4	,       12.758	, 39	,        1.000	 

12	, 0	,      377.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

16	, 29	,      834.000	,     5120.000	, 4	,       10.356	, 64	,        0.000	 

0	, 17	,      324.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

21	, 19	,      101.000	,      480.000	, 12	,       21.217	, 6	,        2.000	 

10	, 19	,      214.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

32	, 13	,      547.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

29	, 31	,      699.000	,     5840.000	, 4	,        9.695	, 73	,        1.000	 

6	, 29	,      506.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

8	, 31	,      739.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

29	, 13	,      538.000	,     4800.000	, 4	,       10.677	, 60	,        2.000	 

10	, 1	,      529.000	,     5040.000	, 4	,       10.435	, 63	,        2.000	 

21	, 6	,      417.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

30	, 10	,      307.000	,     4480.000	, 4	,       11.016	, 56	,        2.000	 

3	, 1	,      711.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

36	, 32	,      861.000	,      240.000	, 12	,       24.257	, 3	,        0.000	 

17	, 4	,      763.000	,     4160.000	, 4	,       11.378	, 52	,        0.000	 

18	, 8	,       62.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

36	, 29	,      620.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

26	, 20	,      418.000	,     1680.000	, 8	,       15.626	, 21	,        2.000	 

5	, 28	,      441.000	,     3440.000	, 4	,       12.294	, 43	,        0.000	 

32	, 1	,      870.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

29	, 7	,      762.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

20	, 8	,      645.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

16	, 6	,      571.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

33	, 28	,      514.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

24	, 13	,      286.000	,     3440.000	, 4	,       12.294	, 43	,        2.000	 

15	, 33	,      958.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

24	, 6	,      151.000	,     3840.000	, 4	,       11.766	, 48	,        1.000	 

13	, 29	,      692.000	,     4800.000	, 4	,       10.677	, 60	,        1.000	 

11	, 17	,      441.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

27	, 9	,      919.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

29	, 22	,      226.000	,     3200.000	, 4	,       12.638	, 40	,        2.000	 

27	, 3	,      882.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

5	, 28	,       87.000	,     3440.000	, 4	,       12.294	, 43	,        1.000	 

6	, 34	,      417.000	,     3280.000	, 4	,       12.520	, 41	,        0.000	 

12	, 23	,      750.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

30	, 10	,      533.000	,     4480.000	, 4	,       11.016	, 56	,        2.000	 

34	, 32	,      690.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

12	, 9	,      787.000	,     1600.000	, 8	,       15.848	, 20	,        2.000	 

26	, 13	,       35.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

11	, 13	,      589.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

32	, 4	,      355.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

34	, 15	,      839.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

4	, 5	,      387.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

31	, 7	,       52.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

17	, 0	,      692.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

24	, 15	,      255.000	,     1200.000	, 8	,       17.147	, 15	,        1.000	 

33	, 26	,      662.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

8	, 20	,      307.000	,     4160.000	, 4	,       11.378	, 52	,        2.000	 

8	, 9	,      212.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

30	, 25	,      683.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

10	, 18	,      669.000	,      720.000	, 8	,       19.426	, 9	,        0.000	 

8	, 22	,      754.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

34	, 5	,      125.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

16	, 14	,      532.000	,     1600.000	, 8	,       15.848	, 20	,        1.000	 

24	, 1	,      890.000	,     4160.000	, 4	,       11.378	, 52	,        0.000	 

24	, 22	,      371.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

23	, 30	,      200.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

3	, 8	,      140.000	,      480.000	, 12	,       21.217	, 6	,        2.000	 

0	, 12	,       21.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

9	, 13	,      111.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

8	, 34	,      326.000	,      880.000	, 8	,       18.534	, 11	,        1.000	 

22	, 21	,      330.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

36	, 19	,      856.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

33	, 26	,      927.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

30	, 10	,      448.000	,     4480.000	, 4	,       11.016	, 56	,        0.000	 

31	, 34	,      209.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

20	, 28	,      291.000	,     2320.000	, 4	,       14.144	, 29	,        0.000	 

14	, 23	,      635.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

3	, 20	,      518.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

33	, 25	,       97.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

5	, 33	,      816.000	,     2720.000	, 4	,       13.403	, 34	,        0.000	 

13	, 4	,      549.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

8	, 7	,      971.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

11	, 8	,      555.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

7	, 13	,      679.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

6	, 15	,      743.000	,     4480.000	, 4	,       11.016	, 56	,        1.000	 

13	, 34	,      785.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

20	, 35	,      146.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

7	, 35	,      622.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

32	, 35	,      139.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

2	, 34	,      882.000	,     4000.000	, 4	,       11.568	, 50	,        1.000	 

30	, 7	,      969.000	,     3200.000	, 4	,       12.638	, 40	,        1.000	 

6	, 21	,       71.000	,      800.000	, 8	,       18.958	, 10	,        2.000	 

6	, 31	,      927.000	,     3840.000	, 4	,       11.766	, 48	,        0.000	 

1	, 11	,      313.000	,     3280.000	, 4	,       12.520	, 41	,        2.000	 

7	, 13	,      341.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

35	, 26	,      438.000	,     2480.000	, 4	,       13.835	, 31	,        1.000	 

11	, 16	,      398.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

14	, 3	,      832.000	,     2080.000	, 4	,       14.648	, 26	,        1.000	 

2	, 20	,      151.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

26	, 32	,      888.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

12	, 14	,      642.000	,      640.000	, 8	,       19.947	, 8	,        1.000	 

7	, 14	,      251.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

17	, 7	,      477.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

23	, 20	,      743.000	,     3200.000	, 4	,       12.638	, 40	,        1.000	 

32	, 35	,      598.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

27	, 23	,      270.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

9	, 18	,       24.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

10	, 15	,      700.000	,     4240.000	, 4	,       11.285	, 53	,        0.000	 

26	, 12	,      842.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

10	, 28	,      834.000	,     3840.000	, 4	,       11.766	, 48	,        0.000	 

26	, 4	,      984.000	,     1680.000	, 8	,       15.626	, 21	,        2.000	 

33	, 7	,      596.000	,     1680.000	, 8	,       15.626	, 21	,        2.000	 

5	, 13	,      641.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

35	, 7	,      852.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

17	, 33	,      623.000	,     4320.000	, 4	,       11.194	, 54	,        1.000	 

23	, 15	,      615.000	,     2800.000	, 4	,       13.268	, 35	,        1.000	 

1	, 21	,      739.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

4	, 31	,      982.000	,     1360.000	, 8	,       16.584	, 17	,        2.000	 

10	, 19	,      807.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

26	, 3	,      375.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

24	, 8	,      762.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

8	, 11	,      361.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

15	, 17	,       95.000	,     6160.000	, 4	,        9.423	, 77	,        1.000	 

20	, 14	,      555.000	,     2960.000	, 4	,       13.006	, 37	,        0.000	 

25	, 20	,      614.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

20	, 27	,      469.000	,     3840.000	, 4	,       11.766	, 48	,        1.000	 

30	, 25	,      377.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

1	, 6	,      230.000	,     3760.000	, 4	,       11.867	, 47	,        0.000	 

35	, 16	,      576.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

1	, 35	,      461.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

29	, 34	,      198.000	,     5280.000	, 4	,       10.203	, 66	,        2.000	 

26	, 13	,      191.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

9	, 32	,      330.000	,     1920.000	, 8	,       15.016	, 24	,        2.000	 

36	, 28	,      327.000	,     1040.000	, 8	,       17.789	, 13	,        0.000	 

15	, 30	,      552.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

2	, 16	,       50.000	,     3840.000	, 4	,       11.766	, 48	,        2.000	 

27	, 2	,      125.000	,     3120.000	, 4	,       12.758	, 39	,        2.000	 

19	, 28	,       87.000	,     1440.000	, 8	,       16.325	, 18	,        2.000	 

28	, 21	,      814.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

10	, 15	,      629.000	,     4240.000	, 4	,       11.285	, 53	,        0.000	 

23	, 1	,      569.000	,     2480.000	, 4	,       13.835	, 31	,        0.000	 

23	, 32	,       92.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

34	, 11	,        2.000	,     2160.000	, 4	,       14.475	, 27	,        1.000	 

4	, 0	,      994.000	,      960.000	, 8	,       18.146	, 12	,        0.000	 

11	, 35	,       31.000	,     1760.000	, 8	,       15.414	, 22	,        1.000	 

17	, 12	,      912.000	,     3520.000	, 4	,       12.184	, 44	,        2.000	 

12	, 5	,      709.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

24	, 21	,      547.000	,     4000.000	, 4	,       11.568	, 50	,        2.000	 

27	, 31	,      897.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

12	, 25	,      572.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

7	, 21	,       56.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

32	, 31	,      424.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

1	, 35	,      271.000	,     1520.000	, 8	,       16.081	, 19	,        0.000	 

28	, 9	,      576.000	,     2640.000	, 4	,       13.543	, 33	,        2.000	 

1	, 31	,      468.000	,     4160.000	, 4	,       11.378	, 52	,        1.000	 

12	, 11	,      290.000	,      320.000	, 12	,       22.998	, 4	,        0.000	 

10	, 26	,      235.000	,     2000.000	, 4	,       14.829	, 25	,        0.000	 

8	, 2	,      774.000	,     3360.000	, 4	,       12.406	, 42	,        2.000	 

14	, 34	,      625.000	,     1200.000	, 8	,       17.147	, 15	,        0.000	 

33	, 15	,      202.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

21	, 23	,      477.000	,     1920.000	, 8	,       15.016	, 24	,        0.000	 

20	, 1	,      991.000	,     4320.000	, 4	,       11.194	, 54	,        0.000	 

32	, 12	,      866.000	,      320.000	, 12	,       22.998	, 4	,        2.000	 

19	, 3	,      473.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

25	, 29	,      623.000	,     3440.000	, 4	,       12.294	, 43	,        1.000	 

31	, 32	,      747.000	,     2720.000	, 4	,       13.403	, 34	,        1.000	 

20	, 9	,      465.000	,     3920.000	, 4	,       11.666	, 49	,        0.000	 

26	, 27	,      865.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

25	, 7	,       36.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

2	, 1	,      497.000	,     3520.000	, 4	,       12.184	, 44	,        0.000	 

9	, 14	,      218.000	,      960.000	, 8	,       18.146	, 12	,        2.000	 

15	, 27	,      757.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

2	, 10	,      507.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

2	, 8	,      632.000	,     3360.000	, 4	,       12.406	, 42	,        0.000	 

28	, 25	,      549.000	,      640.000	, 8	,       19.947	, 8	,        1.000	 

2	, 31	,      307.000	,     4560.000	, 4	,       10.929	, 57	,        0.000	 

15	, 8	,      865.000	,     2320.000	, 4	,       14.144	, 29	,        2.000	 

21	, 12	,       71.000	,     1600.000	, 8	,       15.848	, 20	,        1.000	 

29	, 1	,      379.000	,     4800.000	, 4	,       10.677	, 60	,        1.000	 

24	, 34	,      380.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

2	, 25	,      270.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

9	, 13	,      262.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

23	, 9	,       62.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

3	, 31	,      490.000	,     3040.000	, 4	,       12.880	, 38	,        1.000	 

21	, 8	,      596.000	,     2800.000	, 4	,       13.268	, 35	,        0.000	 

15	, 21	,      421.000	,     4640.000	, 4	,       10.844	, 58	,        2.000	 

22	, 10	,      550.000	,     3120.000	, 4	,       12.758	, 39	,        1.000	 

28	, 23	,      894.000	,     1280.000	, 8	,       16.857	, 16	,        0.000	 

16	, 23	,      828.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

10	, 26	,      791.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

2	, 9	,      347.000	,     3760.000	, 4	,       11.867	, 47	,        0.000	 

29	, 10	,      992.000	,     4960.000	, 4	,       10.514	, 62	,        2.000	 

14	, 23	,      622.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

10	, 12	,      267.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

20	, 0	,       57.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

13	, 8	,      353.000	,     3280.000	, 4	,       12.520	, 41	,        0.000	 

25	, 2	,      404.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

11	, 6	,      500.000	,     1520.000	, 8	,       16.081	, 19	,        2.000	 

18	, 13	,      486.000	,      960.000	, 8	,       18.146	, 12	,        1.000	 

36	, 29	,       43.000	,     2880.000	, 4	,       13.135	, 36	,        2.000	 

26	, 32	,      681.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

28	, 25	,      732.000	,      640.000	, 8	,       19.947	, 8	,        1.000	 

33	, 7	,       94.000	,     1680.000	, 8	,       15.626	, 21	,        0.000	 

5	, 2	,      727.000	,     3280.000	, 4	,       12.520	, 41	,        1.000	 

12	, 4	,      484.000	,     1040.000	, 8	,       17.789	, 13	,        2.000	 

21	, 9	,       61.000	,     3200.000	, 4	,       12.638	, 40	,        0.000	 

0	, 15	,      691.000	,     2960.000	, 4	,       13.006	, 37	,        1.000	 

6	, 4	,       86.000	,     2480.000	, 4	,       13.835	, 31	,        2.000	 

32	, 30	,      145.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

10	, 25	,       29.000	,     4480.000	, 4	,       11.016	, 56	,        1.000	 

7	, 18	,       33.000	,      880.000	, 8	,       18.534	, 11	,        0.000	 

26	, 33	,      625.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

25	, 13	,      874.000	,     4320.000	, 4	,       11.194	, 54	,        0.000	 

1	, 4	,      373.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

21	, 35	,      796.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

27	, 4	,      134.000	,      480.000	, 12	,       21.217	, 6	,        1.000	 

28	, 13	,      349.000	,     3680.000	, 4	,       11.971	, 46	,        0.000	 

15	, 31	,      278.000	,      640.000	, 8	,       19.947	, 8	,        0.000	 

33	, 24	,      481.000	,     2240.000	, 4	,       14.307	, 28	,        2.000	 

10	, 34	,      234.000	,     3040.000	, 4	,       12.880	, 38	,        0.000	 

15	, 9	,      647.000	,     1440.000	, 8	,       16.325	, 18	,        1.000	 

11	, 21	,      770.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

2	, 6	,      241.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

7	, 1	,      973.000	,     3600.000	, 4	,       12.076	, 45	,        0.000	 

7	, 34	,      976.000	,     2080.000	, 4	,       14.648	, 26	,        0.000	 

19	, 5	,      178.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

0	, 14	,      821.000	,      560.000	, 8	,       20.537	, 7	,        2.000	 

2	, 3	,      447.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

27	, 24	,      649.000	,     1840.000	, 8	,       15.211	, 23	,        1.000	 

32	, 0	,      694.000	,     1280.000	, 8	,       16.857	, 16	,        1.000	 

19	, 36	,      206.000	,      560.000	, 8	,       20.537	, 7	,        0.000	 

31	, 23	,      972.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

10	, 33	,      340.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

17	, 7	,      936.000	,     2880.000	, 4	,       13.135	, 36	,        1.000	 

32	, 35	,      397.000	,     1760.000	, 8	,       15.414	, 22	,        0.000	 

36	, 18	,      945.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

12	, 36	,      417.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

4	, 14	,      363.000	,      400.000	, 12	,       22.018	, 5	,        1.000	 

0	, 7	,      411.000	,      320.000	, 12	,       22.998	, 4	,        2.000	 

24	, 18	,      682.000	,     2880.000	, 4	,       13.135	, 36	,        0.000	 

21	, 5	,      498.000	,     2720.000	, 4	,       13.403	, 34	,        2.000	 

1	, 8	,      441.000	,     1840.000	, 8	,       15.211	, 23	,        0.000	 

12	, 9	,      609.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

26	, 18	,      183.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

13	, 27	,      555.000	,     2560.000	, 4	,       13.687	, 32	,        2.000	 

31	, 20	,      967.000	,     4720.000	, 4	,       10.760	, 59	,        1.000	 

4	, 3	,       76.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

16	, 12	,      826.000	,     2240.000	, 4	,       14.307	, 28	,        0.000	 

18	, 21	,      310.000	,     2400.000	, 4	,       13.987	, 30	,        1.000	 

21	, 24	,      536.000	,     4000.000	, 4	,       11.568	, 50	,        0.000	 

14	, 16	,      125.000	,     1600.000	, 8	,       15.848	, 20	,        0.000	 

14	, 21	,      131.000	,     2240.000	, 4	,       14.307	, 28	,        1.000	 

6	, 3	,      387.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

6	, 30	,      164.000	,     3680.000	, 4	,       11.971	, 46	,        2.000	 

23	, 33	,       22.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

0	, 22	,      483.000	,     1840.000	, 8	,       15.211	, 23	,        2.000	 

33	, 23	,       21.000	,      560.000	, 8	,       20.537	, 7	,        2.000	 

14	, 24	,      852.000	,     1760.000	, 8	,       15.414	, 22	,        2.000	 

24	, 30	,      614.000	,     3600.000	, 4	,       12.076	, 45	,        2.000	 

6	, 14	,      908.000	,     2080.000	, 4	,       14.648	, 26	,        2.000	 

17	, 3	,      235.000	,     4480.000	, 4	,       11.016	, 56	,        0.000	 

3	, 34	,      216.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

24	, 8	,      968.000	,     2560.000	, 4	,       13.687	, 32	,        0.000	 

4	, 31	,      719.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

13	, 14	,      319.000	,     1680.000	, 8	,       15.626	, 21	,        1.000	 

10	, 1	,      747.000	,     5040.000	, 4	,       10.435	, 63	,        1.000	 

20	, 2	,      852.000	,      800.000	, 8	,       18.958	, 10	,        0.000	 

32	, 28	,      292.000	,     1280.000	, 8	,       16.857	, 16	,        2.000	 

10	, 33	,      617.000	,     3120.000	, 4	,       12.758	, 39	,        0.000	 

29	, 26	,      740.000	,     2960.000	, 4	,       13.006	, 37	,        2.000	 

9	, 34	,      443.000	,     1360.000	, 8	,       16.584	, 17	,        0.000	 

18	, 30	,      484.000	,     3760.000	, 4	,       11.867	, 47	,        2.000	 

34	, 11	,      859.000	,     2160.000	, 4	,       14.475	, 27	,        0.000	 

28	, 29	,      630.000	,     2800.000	, 4	,       13.268	, 35	,        2.000	 

32	, 19	,      582.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

1	, 26	,      873.000	,     4000.000	, 4	,       11.568	, 50	,        2.000	 

19	, 11	,      326.000	,     1360.000	, 8	,       16.584	, 17	,        1.000	 

9	, 24	,        8.000	,      800.000	, 8	,       18.958	, 10	,        1.000	 

12	, 8	,      943.000	,     2160.000	, 4	,       14.475	, 27	,        2.000	 

12	, 36	,      547.000	,      560.000	, 8	,       20.537	, 7	,        1.000	 

11	, 2	,      570.000	,     2400.000	, 4	,       13.987	, 30	,        0.000	 

12	, 24	,      564.000	,     2400.000	, 4	,       13.987	, 30	,        2.000	 

28	, 9	,      822.000	,     2640.000	, 4	,       13.543	, 33	,        1.000	 

18	, 10	,      436.000	,      720.000	, 8	,       19.426	, 9	,        1.000	 

10	, 8	,      122.000	,     3440.000	, 4	,       12.294	, 43	,        1.000	 

14	, 30	,      108.000	,     2640.000	, 4	,       13.543	, 33	,        0.000	 

8	, 33	,      236.000	,     1120.000	, 8	,       17.457	, 14	,        1.000	 

22	, 2	,      868.000	,     1920.000	, 8	,       15.016	, 24	,        1.000	 

3	, 25	,      813.000	,     2000.000	, 4	,       14.829	, 25	,        2.000	 

9	, 20	,      199.000	,     3920.000	, 4	,       11.666	, 49	,        0.000	 

2	, 30	,      786.000	,     3440.000	, 4	,       12.294	, 43	,        2.000	 

18	, 14	,       45.000	,     1120.000	, 8	,       17.457	, 14	,        0.000	 

